Incident Date,State,City Or County,Address,# Killed,# Injured,AgeGroup
25.03.16,Hawaii,Mountain View,Oshiro Road,1,0,Teen
20.03.16,Pennsylvania,Mount Pleasant,151 South Church St,1,0,Teen
19.03.16,Florida,Apopka,1008 Sheeler Hills Drive,1,0,Teen
18.03.16,Iowa,Cedar Rapids,1424 Bever Ave. SE,1,0,Teen
17.03.16,South Carolina,Bennettsville,Spencer Street,1,0,Teen
14.03.16,Texas,Bridgeport,County Road 3825,1,0,Teen
14.03.16,West Virginia,Beckley,Bethel Road,1,0,Teen
14.03.16,Missouri,Kansas City,North Flora and Northeast 80th Street,1,0,Teen
12.03.16,Iowa,Oskaloosa,1593 290th Street,1,0,Teen
07.03.16,West Virginia,Morgantown,Church Hill Drive,1,0,Teen
06.03.16,Mississippi,Laurel,County Road 237,1,0,Teen
05.03.16,South Dakota,Yankton,East Side Drive,1,0,Teen
27.02.16,Florida,Miami Gardens,2200 block of Northwest 172nd Terrace,1,0,Teen
21.02.16,Florida,Fountain,11601 Nonawood Road,1,0,Teen
21.02.16,Mississippi,Philadelphia,Highway 16 West Pearl River Resort - Choctaw,1,0,Teen
20.02.16,Ohio,Cleveland,N/A,1,0,Teen
19.02.16,Louisiana,Baton Rouge,2138 Tennessee Street,1,0,Teen
18.02.16,Louisiana,Baton Rouge,3811 Bradley Street,1,0,Teen
13.02.16,Nevada,Las Vegas,Buffalo and Vegas Drive,1,0,Teen
11.02.16,Georgia,Lawrenceville,1600 block of Balvaird Drive,1,0,Teen
11.02.16,New York,Brooklyn,703 Miller Avenue,1,0,Teen
08.02.16,Florida,Orlando,4700 block of Spottswood Drive,1,0,Teen
30.01.16,Georgia,Atlanta,Meadowglen Village Lane,1,0,Teen
25.01.16,Texas,Baytown,4100 block of Tumbleweed,2,0,Teen
25.01.16,Kentucky,White Plains,Farmers Crossing Road,1,0,Teen
22.01.16,Florida,Delray Beach (West Delray Beach),8000 block of Sawpine Drive,1,0,Teen
20.01.16,Indiana,Charlestown,Sycamore Drive and Cottonwood Lane,1,0,Teen
17.01.16,Missouri,Saint Louis (St Louis),5300 block of Patton Ave,1,0,Teen
16.01.16,Louisiana,Baton Rouge,1915 Birch Street,1,0,Teen
16.01.16,Texas,Houston,5203 Dumfries Drive,1,0,Teen
14.01.16,Pennsylvania,Hummelstown,200 block of West Main Street,1,0,Teen
12.01.16,Ohio,Cincinnati,1200 block of Blanchard Avenue,1,0,Teen
11.01.16,Pennsylvania,Duncannon,11D Rebecca Drive,1,1,Teen
09.01.16,Alabama,Auburn,400 block of Webster Road,1,0,Teen
09.01.16,Alabama,Mobile,2100 block of Agate Avenue,1,0,Teen
04.01.16,Tennessee,Memphis,1400 block of Briercrest Lane,2,1,Teen
31.12.15,Mississippi,Rolling Fork,68 Frontage Road,1,0,Teen
30.12.15,Georgia,Lithonia,4500 block of Idlewood Park,1,0,Teen
24.12.15,Tennessee,Nashville,400 block of Wilclay Drive,1,0,Teen
22.12.15,Wisconsin,Beloit,212 8th Street,1,0,Teen
21.12.15,Pennsylvania,Pittsburgh,200-block of Mathilda Street,3,0,Teen
21.12.15,Missouri,Poplar Bluff,500 section of County Road 42222,1,0,Teen
19.12.15,Louisiana,Thibodaux,117 Violet St,1,0,Teen
19.12.15,Mississippi,Magee,N/A,1,0,Teen
18.12.15,Louisiana,Patterson,Grandwood Drive,1,0,Teen
13.12.15,Mississippi,Natchez,Mount Carmel Road,1,0,Teen
13.12.15,Missouri,Kansas City,Interstate 435 and Winner Road,1,0,Teen
12.12.15,Florida,Tampa,4611 E Whiteway Drive,1,0,Teen
10.12.15,Texas,Universal City,300 block of Madrid,1,0,Teen
05.12.15,Colorado,Englewood,South Santa Fe Drive,1,0,Teen
04.12.15,Louisiana,Baton Rouge,2323 Spain St,1,0,Teen
03.12.15,Texas,Webb (county),Farm to Market 2050 Rd,1,0,Teen
29.11.15,Minnesota,Itasca (county),E. Natures Trail,1,0,Teen
28.11.15,Arkansas,Jonesboro,710 N. Caraway Road,1,0,Teen
27.11.15,Florida,West Palm Beach,1601 W 37th St,1,0,Teen
24.11.15,Ohio,Toledo,100 block of East Carleton,0,2,Teen
19.11.15,Virginia,Bohannon,The Long Ln and Myrtle Grove Ln,1,0,Teen
19.11.15,Louisiana,Saint Gabriel (Iberville),Stassi Rd.,1,0,Teen
15.11.15,Pennsylvania,York,200 block of North Richland Avenue,1,0,Teen
14.11.15,Arkansas,Lockesburg,376 Arkansas 24,1,0,Teen
12.11.15,New York,Bronx,363 East 171st Street,1,0,Teen
07.11.15,California,Los Angeles,3500 block of Cesar Chavez Avenue,1,0,Teen
23.10.15,Louisiana,Alexandria,N/A,1,0,Teen
18.10.15,Illinois,Effingham,3200 block of South Banker Street,1,0,Teen
17.10.15,Ohio,Pandora,13915 Road 3,1,0,Teen
17.10.15,Idaho,Meridian,2300 block of E. Franklin Road,1,0,Teen
15.10.15,South Carolina,Anderson,Dalrymple Road,1,0,Teen
15.10.15,Nevada,Las Vegas,3300 Bridge House Street,1,0,Teen
13.10.15,Louisiana,Baton Rouge,Hooper Road,1,0,Teen
10.10.15,Maryland,Henderson,Ell Downes Road,1,0,Teen
05.10.15,Georgia,Union City,4300 Flat Shoals Road,1,0,Teen
04.10.15,California,Exeter,Horse Meadow,1,0,Teen
03.10.15,Michigan,Detroit,14000 block of Steel Street,1,0,Teen
02.10.15,Ohio,Carrollton,8400 block of Bay Road,1,0,Teen
02.10.15,Florida,Jacksonville,Bullfinch Court,1,0,Teen
26.09.15,Indiana,Evansville,500 block of S. Linwood,1,0,Teen
23.09.15,Texas,San Antonio,1700 block of South Hamilton Street,1,0,Teen
13.09.15,Colorado,Cedaredge (Grand Mesa),N/A,1,0,Teen
12.09.15,Georgia,Forsyth,175 Rumble Road,1,0,Teen
11.09.15,Kansas,Fort Riley,N/A,1,0,Teen
24.08.15,Arizona,Buckeye,N/A,1,0,Teen
24.08.15,Georgia,Ringgold,385 Edgemond Circle,1,0,Teen
20.08.15,Georgia,Thomaston,105 Third St,1,0,Teen
20.08.15,Texas,Fort Worth (Benbrook),5600 block of Shallow Run,1,0,Teen
20.08.15,South Carolina,Charleston,7400 block of Northside Drive,1,0,Teen
13.08.15,Florida,Hollywood,5321 NW 27th Place,1,0,Teen
12.08.15,Illinois,Chicago,700 block of North Homan,1,0,Teen
10.08.15,Kentucky,Catlettsburg,600 block of 28th Street,1,0,Teen
09.08.15,Florida,Pomona Park,110 Pine Ave,1,0,Teen
06.08.15,Pennsylvania,Smicksburg,381 Whitaker Rd,1,0,Teen
06.08.15,Pennsylvania,Smicksburg,Whitaker Road,1,0,Teen
05.08.15,Tennessee,Springfield,Clinard Road,1,0,Teen
30.07.15,Kentucky,Louisville,9700 block of Hudson Lane,1,0,Teen
30.07.15,Florida,Fort Lauderdale (Cooper City),10000 41st Street,1,0,Teen
27.07.15,Colorado,Pueblo,2100 block of E. 14th Street,1,0,Teen
26.07.15,North Carolina,Catawba (county),2800 block of Rocky Ford Road,1,0,Teen
20.07.15,Wisconsin,Cassville,11129 Saint Charles Rd,1,0,Teen
20.07.15,Texas,Fresno,1000 block of Cove Crest Trail,1,0,Teen
16.07.15,Texas,San Antonio,5400 block of War Cloud Drive,1,0,Teen
15.07.15,Ohio,Salem,6746 Salem Township Highway 103,1,0,Teen
12.07.15,Connecticut,Berlin,65 Division Street,1,0,Teen
26.06.15,Massachusetts,Billerica,300 block of Andover Road,1,0,Teen
22.06.15,Arkansas,Blytheville,700-block of East McHaney Drive,1,0,Teen
12.06.15,Illinois,Chicago,4700 block of West Addison Street,1,0,Teen
03.06.15,Ohio,Hamilton,700 block of Fairview Avenue,1,0,Teen
23.05.15,Arkansas,Pine Bluff,1400 block of Cherry Street,1,0,Teen
22.05.15,Michigan,Kalamazoo,700 block of Dwight Street,1,0,Teen
16.05.15,California,Perris,140 block of Metz Road,1,0,Teen
11.05.15,Washington,Tacoma,9210 South Hosmer Street,1,0,Teen
10.05.15,Ohio,Leavittsburg,205 Ruth Ave,1,0,Teen
03.05.15,Minnesota,Minneapolis,4100 block of Fremont Avenue North,1,0,Teen
01.05.15,California,Klamath,100 block of Klamath Boulevard,1,0,Teen
29.04.15,Georgia,Augusta,1200 block of Holden Drive,1,0,Teen
19.04.15,California,Victorville,14400 block of Moon Valley Street,1,0,Teen
14.04.15,Ohio,Neffs,Pike Street,1,0,Teen
10.04.15,Florida,Key West,2800 block of  Venetian Drive,1,0,Teen
10.04.15,Texas,Houston,11290 Fondren,1,0,Teen
29.03.15,North Carolina,Anson County,Jim Hanna Lane,1,0,Teen
17.03.15,Washington,Grandview,200 block of Avenue E,1,0,Teen
17.03.15,Oklahoma,Comanche,Highway 81,1,0,Teen
13.03.15,Idaho,Caldwell,1600 block of East Cleveland Boulevard,1,0,Teen
07.03.15,Wisconsin,Glen Flora,N7283 County Road B W,1,0,Teen
06.03.15,Tennessee,Nashville,3024 Gwynwood Drive,1,0,Teen
05.03.15,Pennsylvania,Philadelphia,2124 E Susquehanna Ave,1,0,Teen
26.02.15,Texas,Garland,3900 block of Plymouth Drive,1,0,Teen
24.02.15,Iowa,Vinton,1207 W. 4th Street,1,0,Teen
21.02.15,South Dakota,Aberdeen,38312 124th St,1,0,Teen
21.02.15,Louisiana,Baton Rouge,2014 Tennessee Street,1,0,Teen
07.02.15,Texas,Dallas,5900 block of Highland Village Dr.,1,0,Teen
03.02.15,Tennessee,Deer Lodge,Perkins Trail,1,0,Teen
27.01.15,Michigan,Detroit,15800 block of Lappin Street,1,0,Teen
26.01.15,Florida,Merritt Island,1014 Floral Lane,1,0,Teen
25.01.15,Minnesota,Eagan,1794 Silver Bell Circle,1,0,Teen
18.01.15,Georgia,Baconton,N/A,1,0,Teen
17.01.15,North Carolina,Hot Springs,1180 Grassy Creek Road,1,0,Teen
17.01.15,Louisiana,Baton Rouge,5800 block of South Sunset Hill Avenue,1,0,Teen
15.01.15,Alabama,Irvington,Magnolia Road,1,0,Teen
01.01.15,Idaho,Idaho Falls,900 block of South Emerson,1,0,Teen
30.12.14,Florida,West Palm Beach,2300 Caroma Lane,1,0,Teen
29.12.14,Michigan,Detroit,11200 block of Roxbury St,1,0,Teen
29.12.14,Michigan,Detroit,11200 block of Roxbury Street,1,0,Teen
28.12.14,Mississippi,Tylertown,Kirklin Road,1,0,Teen
27.12.14,Iowa,Traer,Ridge Road,1,0,Teen
26.12.14,West Virginia,Cameron,North Avenue,1,1,Teen
25.12.14,Kentucky,Frankfort,Taylor Avenue,1,0,Teen
21.12.14,Nevada,Las Vegas,3600 block of Elegant Saint Court,1,0,Teen
14.12.14,Wisconsin,Pierce County,Maiden Rock,1,0,Teen
11.12.14,Illinois,Lynwood,2700 block of Lake Park Drive,1,0,Teen
07.12.14,South Carolina,Greenville,Echols Drive,1,0,Teen
06.12.14,Michigan,Jackson County,500 block of Big Rock Street,1,0,Teen
04.12.14,Georgia,Savannah,600 block of W. 54th Street,1,0,Teen
04.12.14,Indiana,Kokomo,4500 block of West 1300 South Galveston,1,0,Teen
04.12.14,Texas,Arlington,1200 block of Golden View Court,1,0,Teen
01.12.14,Colorado,Yuma,S. Albany Street,1,0,Teen
29.11.14,South Carolina,Myrtle Beach,10177 N Kings Hwy,1,0,Teen
28.11.14,Texas,Childress,N/A,1,0,Teen
24.11.14,Texas,Atlanta,400 block of East Thomas Street,1,0,Teen
23.11.14,Utah,Kaysville,1200 Cooper Street,1,0,Teen
19.11.14,New Mexico,Albuquerque,Central and 57th Street,1,0,Teen
16.11.14,Colorado,Clifton,3200 block of E Rood Circle,1,0,Teen
13.11.14,Minnesota,Wadena,39573 615th Ave,1,0,Teen
08.11.14,North Dakota,Butte,ND 53,1,0,Teen
07.11.14,Michigan,Lansing,Ada Street,1,0,Teen
01.11.14,Georgia,Tifton,Tift Avenue North,1,0,Teen
29.10.14,Florida,Belleview,121st Place,1,0,Teen
26.10.14,Indiana,Evansville,2900 block of Fulton Avenue,1,0,Teen
19.10.14,Texas,Corpus Christi,3800 block of Reynosa Street,1,0,Teen
17.10.14,North Carolina,Catawba,Hudson Chapel Road,1,0,Teen
17.10.14,New York,Medina,5000 block of Salt Works Rd,1,0,Teen
01.10.14,South Carolina,Lexington,Armwood Court,1,0,Teen
26.09.14,Texas,Houston,Force and Crown,1,0,Teen
25.09.14,Wisconsin,Poynette,W10511 Tipperary Rd,1,0,Teen
21.09.14,Michigan,Drummond Island (Drummond),Glen Cove Rd,1,0,Teen
20.09.14,Tennessee,Cordova,9700 block of Woodland Edge Lane,1,0,Teen
11.09.14,Louisiana,Alexandria,600 block of Richmond Drive,1,0,Teen
18.08.14,Kentucky,Brooksville,Belmont Road,1,0,Teen
16.08.14,Oklahoma,Mcalester (Bache),2701 N Spruce,1,0,Teen
14.08.14,Texas,San Antonio,4600 East Houston St.,1,0,Teen
14.08.14,Oklahoma,Midwest City,200 block of N. Shadybrook Dr.,1,0,Teen
05.08.14,Connecticut,Killingly,Kenneth Drive,1,0,Teen
05.08.14,Georgia,Macon,308 Bobby Jones Street,1,0,Teen
03.08.14,Florida,Homestead (Florida City),425 NW 13th Street,1,0,Teen
03.08.14,Michigan,Wyoming,28th Street SW,1,0,Teen
02.08.14,Florida,Palm Beach Gardens,Pinella Circle,1,0,Teen
05.07.14,Texas,Houston,11400 block of Panay,1,0,Teen
03.07.14,Texas,Dallas,N/A,1,0,Teen
02.07.14,Arizona,Phoenix,363rd and Durango,1,0,Teen
30.06.14,Texas,Houston,6301 Ranchester,1,0,Teen
29.06.14,Ohio,Cincinnati,5500 block of Marie Avenue,1,0,Teen
24.06.14,Washington,Shelton (Skokomish),100 block of N Twana Ct,1,0,Teen
22.06.14,Texas,Austin,4500 Lareina Dr.,1,0,Teen
16.06.14,California,Santa Cruz,238 Center St,1,0,Teen
11.06.14,Florida,Miami,1400 block of Northwest 3rd Street,1,0,Teen
10.06.14,Louisiana,Baton Rouge,N. 48thStreet,1,0,Teen
05.06.14,Louisiana,Larose,100 block of East 23rd Street,1,0,Teen
05.06.14,Utah,Salt Lake City (Cottonwood Heights),6825 S. Pinerock Drive,1,0,Teen
03.06.14,Ohio,Columbus,1100 block of Oaks Boulevard,1,0,Teen
22.05.14,Georgia,Madison County,Broad River,1,0,Teen
28.04.14,North Carolina,Durham,Macon Street and Washington,1,0,Teen
04.04.14,Georgia,Waycross,4900 Jana Lane,1,0,Teen
04.04.14,Georgia,Savannah,1400 Church Street,1,0,Teen
03.04.14,Oklahoma,Bokoshe,Buck Creek Road,1,0,Teen
22.03.14,Pennsylvania,Pittsburgh,Zara Street,1,0,Teen
19.03.14,Louisiana,New Orleans,3600 block of Kimi O'Gray Avenue,1,0,Teen
13.03.14,Texas,Emory,County Road 2130,1,0,Teen
11.03.14,Indiana,Greensburg,1000 block of North Carver Street,1,0,Teen
01.03.14,Illinois,Rock Falls,28615 Rock Ridge Dr,1,0,Teen
01.03.14,Texas,Houston,12800 block of Gotham,1,0,Teen
28.02.14,Louisiana,Shreveport,3100 block of Woodford Street,1,0,Teen
25.02.14,Tennessee,Memphis,600 block of Hillcrest Street,1,0,Teen
22.02.14,Tennessee,Memphis,Weaver Road and Canary Lane,1,0,Teen
15.02.14,Georgia,Cartersville (Euharlee),937 Euharlee Rd SW,1,0,Teen
11.02.14,Wisconsin,Boscobel,43105 Whippoorwill Ln,1,0,Teen
09.02.14,South Carolina,Eutawville,Yearling Drive,1,0,Teen
07.02.14,Massachusetts,Boston,617 Morton St.,1,0,Teen
06.02.14,Washington,Puyallup,500 block of 11th Street,1,0,Teen
28.01.14,Tennessee,Hermitage,345 Burning Tree Dr,1,0,Teen
25.01.14,Texas,Kilgore,1100 block of highway 31,1,0,Teen
20.01.14,Alabama,Decatur,3100 block of Cotton Place,1,0,Teen
02.01.14,Pennsylvania,Dunbar,200 block of Hustosky Road,1,0,Teen
01.01.14,Mississippi,Bogue Chitto,1347 Brumfield Rd SW,1,0,Teen
26.11.16,Florida,Hudson,7031 Oakley Avenue,0,1,Adult
25.11.16,Montana,Billings,308 6th Avenue North,0,2,Adult
25.11.16,Arizona,Tucson,5850 East Broadway Blvd,0,1,Adult
25.11.16,California,San Diego,4333 Home Avenue,0,2,Adult
24.11.16,Pennsylvania,Philadelphia,3500 N 9th Street,0,1,Adult
24.11.16,Ohio,Springfield,2106 Erie Avenue,0,1,Adult
24.11.16,New York,Syracuse,100 block of Walnut Street,1,1,Adult
24.11.16,New York,Glenmont,Smultz Road,0,1,Adult
24.11.16,Tennessee,Greeneville,315 Midway Circle,0,1,Adult
24.11.16,Kentucky,Georgetown,1001 Cherry Blossom Way,0,1,Adult
24.11.16,Connecticut,New London,2 Tinker Court,0,1,Adult
23.11.16,Alabama,Tuscaloosa,5501 Old Montgomery Highway,0,1,Adult
23.11.16,Kentucky,Hardyville,507 North Jackson Highway,0,1,Adult
23.11.16,Delaware,Newark,100 block of South Patrice Drive,0,2,Adult
22.11.16,Mississippi,Ridgeland,1018 Highland Colony Pkwy #300,0,1,Adult
22.11.16,Ohio,Columbus,200 block of Dana Avenue,0,1,Adult
22.11.16,Arizona,Chandler,Germann Road and Alma School Road,0,2,Adult
21.11.16,Florida,Pensacola,49th Avenue,0,1,Adult
20.11.16,Oregon,Roseburg,17000 block of North Bank Road,0,1,Adult
20.11.16,Florida,Vero Beach,962 14th Ln,0,1,Adult
20.11.16,Indiana,Woodburn,2400 block of River Road,0,1,Adult
20.11.16,Alabama,Mobile,3200 Pleasant Valley Rd,0,1,Adult
20.11.16,Nebraska,Omaha,1875 S 75th St,0,1,Adult
20.11.16,Pennsylvania,Chicora,800 block of Seven Hills Road,0,1,Adult
19.11.16,Illinois,Pembroke Township,13500E block of 2000S Road,0,1,Adult
19.11.16,North Carolina,Raleigh,1025 Blue Ridge Road,0,1,Adult
18.11.16,Tennessee,Greeneville,9300 block of Horton Highway,0,1,Adult
17.11.16,Ohio,Tipp City,480 Ginghamsburg Rd,0,1,Adult
17.11.16,Idaho,Nampa,16802 Nash Lane,0,1,Adult
16.11.16,Illinois,Chicago,8000 block of South Stony Island Avenue,0,1,Adult
16.11.16,Kentucky,Madisonville,Highway 41-A,0,1,Adult
16.11.16,Florida,Loxahatchee,11800 block of Seminole Pratt Whitney Road,0,1,Adult
16.11.16,Mississippi,Marion (county),N/A,0,1,Adult
16.11.16,North Carolina,Charlotte,1000 block of State St,0,1,Adult
15.11.16,Ohio,Cleveland,West 43rd Street and Clark Avenue,0,1,Adult
15.11.16,Louisiana,Baton Rouge,North Foster Drive,0,1,Adult
15.11.16,Texas,Austin,3100 Block of Powell Lane,0,1,Adult
15.11.16,Michigan,Alcona (county),N/A,0,1,Adult
15.11.16,Maine,Hollis Center,490 River Road,0,1,Adult
14.11.16,Utah,Orem,N/A,0,2,Adult
14.11.16,Minnesota,Laporte,Osprey Drive,0,1,Adult
14.11.16,Indiana,Shelbyville,N/A,0,1,Adult
13.11.16,Indiana,Indianapolis,1606 E. 44th Street,0,2,Adult
13.11.16,Ohio,Woodville,N/A,0,1,Adult
13.11.16,Vermont,Vershire,Reed Rd,0,1,Adult
13.11.16,Massachusetts,Framingham,31 Dennison Avenue,0,1,Adult
13.11.16,Oregon,Lebanon,36400 block of Gore Drive,0,1,Adult
13.11.16,North Carolina,Rockwell,Jennifer's Lane,0,1,Adult
13.11.16,Indiana,Vevay,Ashland Cove Road,0,1,Adult
13.11.16,Iowa,Afton,N/A,0,0,Adult
13.11.16,New Jersey,Paterson,Fair Street,0,1,Adult
13.11.16,Mississippi,Meridian,1600 block of 20th Street,0,1,Adult
12.11.16,Ohio,Cleveland,2900 block of East 97th Street,0,1,Adult
12.11.16,Michigan,Grand Rapids,Griggs Street,0,1,Adult
12.11.16,Minnesota,Douglas (county),N/A,0,1,Adult
12.11.16,Connecticut,Branford,624 West Main Street,0,1,Adult
12.11.16,Massachusetts,Buzzards Bay,199 MacArthur Blvd,0,1,Adult
11.11.16,New Jersey,Newark,New Jersey Turnpike,0,1,Adult
11.11.16,Wisconsin,Oconto (county),N/A,0,1,Adult
11.11.16,Virginia,Albemarle (county),N/A,0,1,Adult
11.11.16,Alabama,Decatur,115 6th Ave NE,0,1,Adult
11.11.16,Michigan,Auburn,500 W Midland Rd,0,1,Adult
11.11.16,Missouri,Saint Louis,3622 Page Boulevard,0,1,Adult
11.11.16,Utah,Mendon,2500 South and 5900 West,0,1,Adult
11.11.16,North Carolina,Fayetteville,100 Block of Circle Court,0,1,Adult
10.11.16,Kentucky,Lexington,4000 block of Airport Road,0,1,Adult
10.11.16,North Carolina,Charlotte,600 block of Reeves Court,0,1,Adult
10.11.16,Iowa,Madison (county),1500 block of North River Trail,0,1,Adult
10.11.16,North Carolina,Bessemer City,200 block of New Moon Lane,0,1,Adult
10.11.16,Wisconsin,Antigo,N/A,0,1,Adult
09.11.16,Indiana,Bloomington,Patterson Drive and West Third Street,0,1,Adult
09.11.16,New York,Riverhead,West Main Street,0,1,Adult
09.11.16,Indiana,Lebanon,1905 Indianapolis Avenue,0,1,Adult
09.11.16,Alaska,Thorne Bay,N/A,0,1,Adult
08.11.16,Alabama,Birmingham (Hoover),3267 Warringwood Drive,0,1,Adult
08.11.16,Nevada,Las Vegas,2800 block of Taurus Court,0,1,Adult
07.11.16,Tennessee,Greeneville,95 Honey Hill Road,0,1,Adult
07.11.16,North Carolina,Goldsboro,N/A,0,1,Adult
06.11.16,Missouri,Kansas City,1700 block of Concord Court,0,2,Adult
06.11.16,Virginia,Richmond,4300 block of Grove Avenue,0,1,Adult
06.11.16,Michigan,Wexford (county),N/A,0,1,Adult
06.11.16,Indiana,Posey (county),River Road,0,2,Adult
06.11.16,Louisiana,Lafayette,900 block of East Simcoe Street,0,1,Adult
06.11.16,North Dakota,Bismarck,4000 Block of Trenton Drive,0,1,Adult
06.11.16,Alaska,Anchorage,333 W 4th Avenue,0,1,Adult
06.11.16,Kentucky,Madisonville,Highway 41-A,0,1,Adult
05.11.16,Georgia,Jonesboro,10000 block of Fitzgerald Road,0,1,Adult
05.11.16,New Hampshire,Manchester,134 Amory Street,0,2,Adult
05.11.16,North Carolina,Burlington,5612 Mt. Vernon Church Road,0,1,Adult
05.11.16,Minnesota,Pelican Rapids (Cormorant),130th Avenue,0,1,Adult
05.11.16,Arizona,Phoenix,55th Avenue and Clarendon,0,1,Adult
05.11.16,Louisiana,New Orleans,1400 block of Independence Street.,0,1,Adult
04.11.16,California,Venice,Ocean Front Walk and Rose Avenue,0,1,Adult
04.11.16,California,Fresno,East Church and South Gearhart Avenues,0,1,Adult
04.11.16,Idaho,Pocatello,West Eldredge Road,0,1,Adult
04.11.16,Pennsylvania,Lancaster,600 block of N. Franklin Street,0,1,Adult
03.11.16,Mississippi,Hazlehurst,Nelson Drive,0,1,Adult
03.11.16,District of Columbia,Washington,2500 block of Horse Stable Lane NW,0,1,Adult
03.11.16,Virginia,Grottoes,100 block of Strickley Road,0,1,Adult
03.11.16,Maine,Springfield,N/A,0,1,Adult
02.11.16,South Carolina,Anderson,653 SC 28 B,0,1,Adult
02.11.16,Arkansas,Farmington,263 Countryside Drive,0,1,Adult
02.11.16,Oklahoma,Oklahoma City (Del City),2300 block of Mansfield Avenue,0,1,Adult
02.11.16,South Carolina,Aiken,Barway Drive,0,1,Adult
02.11.16,Idaho,Idaho Falls (Ammon),1800 block of Eagle Drive,0,1,Adult
02.11.16,Maine,Phippsburg,Route 209,0,1,Adult
02.11.16,Alaska,Thorne Bay,N/A,0,1,Adult
01.11.16,Washington,Lakewood,10600 Block of Douglas Drive SW,0,1,Adult
01.11.16,Washington,Amboy,12000 block of Northeast Grantham Road,0,1,Adult
31.10.16,Pennsylvania,Lebanon,302 E Weidman Street,0,1,Adult
31.10.16,Michigan,Clare,503 Schoolcrest Avenue,0,2,Adult
31.10.16,Oregon,Sweet Home,1500 block of 47th Ave,0,2,Adult
31.10.16,Louisiana,New Orleans,200 block of Newton Street,0,1,Adult
30.10.16,Ohio,Fairborn,400 block of Forest Street,0,1,Adult
30.10.16,Montana,Roundup,N/A,0,1,Adult
30.10.16,Georgia,Augusta,3450 Wrightsboro Rd,0,1,Adult
30.10.16,Louisiana,Plain Dealing,N/A,0,1,Adult
29.10.16,North Carolina,Lincolnton,Loop Rd,0,1,Adult
29.10.16,Indiana,West Terre Haute,North 6th Street,0,1,Adult
29.10.16,Tennessee,Elizabethton,500 block of Laurel Road,0,1,Adult
29.10.16,Washington,Tacoma,East 36th and East J street,0,1,Adult
28.10.16,Alabama,Birmingham,4700 block of Second Avenue South,0,1,Adult
28.10.16,Nevada,Las Vegas,1810 S Rainbow Blvd,0,1,Adult
28.10.16,Rhode Island,Providence,Marconi St,0,1,Adult
28.10.16,West Virginia,Hedgesville,Durham Drive,0,1,Adult
27.10.16,Wisconsin,Racine,1200 block of Marquette Street,0,1,Adult
27.10.16,Indiana,Leesburg,EMS T13 Lane,0,1,Adult
27.10.16,North Carolina,Asheville,Charlie Arthur Lane,0,1,Adult
27.10.16,Mississippi,Jackson,Rosehaven Drive,0,1,Adult
26.10.16,Ohio,Columbus,Berkeley Road and East Deshler Avenue,0,1,Adult
26.10.16,Ohio,Zanesville,507 Imlay Avenue,0,1,Adult
26.10.16,Alabama,Cullman (county),County Road 1603,0,1,Adult
26.10.16,Florida,Palm Coast,Chinook Court,0,1,Adult
26.10.16,Florida,Pinellas Park,7600 block of 62nd Way,0,1,Adult
26.10.16,South Carolina,Burton,120 Shanklin Road,0,1,Adult
25.10.16,Michigan,Pennfield Township,22000 block of East Avenue North,0,1,Adult
25.10.16,Texas,San Antonio,3805 Farm Road,0,1,Adult
25.10.16,West Virginia,Huntington,1531 6th Avenue,0,1,Adult
25.10.16,California,Santa Rosa,Linda Lane,0,1,Adult
25.10.16,Tennessee,Greeneville,620 Oregon Trail Road,0,1,Adult
24.10.16,Georgia,Dawsonville,795 Ga. 400,0,1,Adult
24.10.16,Iowa,Davenport,2100 block Division Street,0,1,Adult
24.10.16,Florida,Fort Pierce,5880 Okeechobee Road,0,1,Adult
24.10.16,South Carolina,Beaufort (Ladys Island),Hill Road,0,1,Adult
24.10.16,Kansas,Topeka,Interstate 70,0,1,Adult
23.10.16,Colorado,Holyoke,22736 cr 29,0,1,Adult
23.10.16,North Dakota,Morton (county),N/A,0,1,Adult
23.10.16,New York,Bergen,Buffalo Road,0,1,Adult
23.10.16,Ohio,Greenville,3600 block of U.S. 127,0,1,Adult
22.10.16,Maine,New Sharon,236 Starks Road,0,1,Adult
22.10.16,Ohio,Cincinnati (Price Hill),4700 block of Guerley Road,0,1,Adult
22.10.16,Massachusetts,Haverhill,Arlington Street,0,1,Adult
22.10.16,Ohio,Cleveland,East 131st,0,2,Adult
21.10.16,Michigan,Big Rapids,21400 Perry Avenue,0,1,Adult
21.10.16,Texas,College Station,Central Park Lane,0,1,Adult
21.10.16,Nevada,Las Vegas,1700 block of Rock Springs Drive,0,2,Adult
20.10.16,North Carolina,Randleman,1021 High Point St,0,1,Adult
20.10.16,Texas,Kaufman (county),Calvert Road,0,1,Adult
20.10.16,Kentucky,Lexington,975 Red Mile Rd,0,2,Adult
20.10.16,Illinois,Du Quoin,North Vine Street,0,2,Adult
20.10.16,Texas,Killeen,1300 block of East Avenue H,0,1,Adult
17.10.16,California,Orange,1900-B W Katella Avenue,0,1,Adult
17.10.16,Indiana,Terre Haute,25th and Lafayette,0,1,Adult
17.10.16,Iowa,Denison,N/A,0,1,Adult
17.10.16,Arizona,Kingman,3800 block of East Devlin Avenue,0,1,Adult
17.10.16,Arizona,Tucson,6700 block of West Copperwood Way,0,1,Adult
17.10.16,Indiana,Elkhart,311 East Carlton Avenue,0,2,Adult
16.10.16,California,Suisun City,1000 block of Canary Court,0,1,Adult
