Incident Date,State,City Or County,Address,Full Address,Lat,Lng,Killed,Injured,AgeGroup
271016,North Carolina,Asheville,Charlie Arthur Lane,North Carolina Asheville Charlie Arthur Lane,,,0,1,Adult
271016,Mississippi,Jackson,Rosehaven Drive,Mississippi Jackson Rosehaven Drive,,,0,1,Adult
261016,Ohio,Columbus,Berkeley Road and East Deshler Avenue,Ohio Columbus Berkeley Road and East Deshler Avenue,,,0,1,Adult
261016,Ohio,Zanesville,507 Imlay Avenue,Ohio Zanesville 507 Imlay Avenue,,,0,1,Adult
261016,Alabama,Cullman (county),County Road 1603,Alabama Cullman (county) County Road 1603,,,0,1,Adult
261016,Florida,Palm Coast,Chinook Court,Florida Palm Coast Chinook Court,,,0,1,Adult
261016,Florida,Pinellas Park,7600 block of 62nd Way,Florida Pinellas Park 7600 block of 62nd Way,,,0,1,Adult
261016,South Carolina,Burton,120 Shanklin Road,South Carolina Burton 120 Shanklin Road,,,0,1,Adult
251016,Michigan,Pennfield Township,22000 block of East Avenue North,Michigan Pennfield Township 22000 block of East Avenue North,,,0,1,Adult
251016,Texas,San Antonio,3805 Farm Road,Texas San Antonio 3805 Farm Road,,,0,1,Adult
251016,West Virginia,Huntington,1531 6th Avenue,West Virginia Huntington 1531 6th Avenue,,,0,1,Adult
251016,California,Santa Rosa,Linda Lane,California Santa Rosa Linda Lane,,,0,1,Adult
251016,Tennessee,Greeneville,620 Oregon Trail Road,Tennessee Greeneville 620 Oregon Trail Road,,,0,1,Adult
241016,Georgia,Dawsonville,795 Ga. 400,Georgia Dawsonville 795 Ga. 400,,,0,1,Adult
241016,Iowa,Davenport,2100 block Division Street,Iowa Davenport 2100 block Division Street,,,0,1,Adult
241016,Florida,Fort Pierce,5880 Okeechobee Road,Florida Fort Pierce 5880 Okeechobee Road,,,0,1,Adult
241016,South Carolina,Beaufort (Ladys Island),Hill Road,South Carolina Beaufort (Ladys Island) Hill Road,,,0,1,Adult
241016,Kansas,Topeka,Interstate 70,Kansas Topeka Interstate 70,,,0,1,Adult
231016,Colorado,Holyoke,22736 cr 29,Colorado Holyoke 22736 cr 29,,,0,1,Adult
231016,North Dakota,Morton (county),N/A,North Dakota Morton (county) N/A,,,0,1,Adult
231016,New York,Bergen,Buffalo Road,New York Bergen Buffalo Road,,,0,1,Adult
231016,Ohio,Greenville,3600 block of U.S. 127,Ohio Greenville 3600 block of U.S. 127,,,0,1,Adult
221016,Maine,New Sharon,236 Starks Road,Maine New Sharon 236 Starks Road,,,0,1,Adult
221016,Ohio,Cincinnati (Price Hill),4700 block of Guerley Road,Ohio Cincinnati (Price Hill) 4700 block of Guerley Road,,,0,1,Adult
221016,Massachusetts,Haverhill,Arlington Street,Massachusetts Haverhill Arlington Street,,,0,1,Adult
221016,Ohio,Cleveland,East 131st,Ohio Cleveland East 131st,,,0,2,Adult
211016,Michigan,Big Rapids,21400 Perry Avenue,Michigan Big Rapids 21400 Perry Avenue,,,0,1,Adult
211016,Texas,College Station,Central Park Lane,Texas College Station Central Park Lane,,,0,1,Adult
211016,Nevada,Las Vegas,1700 block of Rock Springs Drive,Nevada Las Vegas 1700 block of Rock Springs Drive,,,0,2,Adult
201016,North Carolina,Randleman,1021 High Point St,North Carolina Randleman 1021 High Point St,,,0,1,Adult
201016,Texas,Kaufman (county),Calvert Road,Texas Kaufman (county) Calvert Road,,,0,1,Adult
201016,Kentucky,Lexington,975 Red Mile Rd,Kentucky Lexington 975 Red Mile Rd,,,0,2,Adult
201016,Illinois,Du Quoin,North Vine Street,Illinois Du Quoin North Vine Street,,,0,2,Adult
201016,Texas,Killeen,1300 block of East Avenue H,Texas Killeen 1300 block of East Avenue H,,,0,1,Adult
171016,California,Orange,1900-B W Katella Avenue,California Orange 1900-B W Katella Avenue,,,0,1,Adult
171016,Indiana,Terre Haute,25th and Lafayette,Indiana Terre Haute 25th and Lafayette,,,0,1,Adult
171016,Iowa,Denison,N/A,Iowa Denison N/A,,,0,1,Adult
171016,Arizona,Kingman,3800 block of East Devlin Avenue,Arizona Kingman 3800 block of East Devlin Avenue,,,0,1,Adult
171016,Arizona,Tucson,6700 block of West Copperwood Way,Arizona Tucson 6700 block of West Copperwood Way,,,0,1,Adult
171016,Indiana,Elkhart,311 East Carlton Avenue,Indiana Elkhart 311 East Carlton Avenue,,,0,2,Adult
161016,California,Suisun City,1000 block of Canary Court,California Suisun City 1000 block of Canary Court,,,0,1,Adult
161016,Ohio,Dayton (Trotwood),100 block of Crown Avenue,Ohio Dayton (Trotwood) 100 block of Crown Avenue,,,0,1,Adult
161016,Kansas,Cowley (county),22000 block of 12th Road,Kansas Cowley (county) 22000 block of 12th Road,,,0,1,Adult
161016,Pennsylvania,Jersey Mills (Pine Creek),Sulgar Road,Pennsylvania Jersey Mills (Pine Creek) Sulgar Road,,,0,1,Adult
161016,North Dakota,Abercrombie,N/A,North Dakota Abercrombie N/A,,,0,1,Adult
161016,Nevada,Las Vegas,4200 block of Studio Street,Nevada Las Vegas 4200 block of Studio Street,,,0,1,Adult
151016,Connecticut,Enfield,Ecology Drive,Connecticut Enfield Ecology Drive,,,0,1,Adult
151016,Arkansas,Drew (county),N/A,Arkansas Drew (county) N/A,,,0,1,Adult
151016,Illinois,Chicago,4800 block of West Congress,Illinois Chicago 4800 block of West Congress,,,0,1,Adult
151016,Minnesota,Saint Cloud,Wilson Avenue,Minnesota Saint Cloud Wilson Avenue,,,0,1,Adult
151016,Michigan,Midland (county),N/A,Michigan Midland (county) N/A,,,0,1,Adult
151016,Minnesota,Saint Paul,Bellows and Baker Street W.,Minnesota Saint Paul Bellows and Baker Street W.,,,0,1,Adult
141016,Indiana,Franklin,1700 block of 125W,Indiana Franklin 1700 block of 125W,,,0,1,Adult
141016,Illinois,Freeport,1100 block of South State Ave,Illinois Freeport 1100 block of South State Ave,,,0,1,Adult
141016,Tennessee,Chattanooga,Timber Knoll Drive,Tennessee Chattanooga Timber Knoll Drive,,,0,1,Adult
131016,Michigan,Twin Lake,300 block of East Calumet,Michigan Twin Lake 300 block of East Calumet,,,0,1,Adult
121016,Colorado,Grand Junction,1600 North Avenue,Colorado Grand Junction 1600 North Avenue,,,0,1,Adult
121016,Kentucky,Louisville,5600 block of Rustic Way,Kentucky Louisville 5600 block of Rustic Way,,,0,1,Adult
121016,Arizona,Peoria,7522 W Deer Valley Rd,Arizona Peoria 7522 W Deer Valley Rd,,,0,2,Adult
121016,Florida,Deltona,Buccaneer Avenue,Florida Deltona Buccaneer Avenue,,,0,1,Adult
121016,Maryland,Baltimore,1000 block of Bethune Avenue,Maryland Baltimore 1000 block of Bethune Avenue,,,0,1,Adult
111016,New York,Hilton,629 Moul Road,New York Hilton 629 Moul Road,,,0,1,Adult
111016,Virginia,Martinsville,730 E Church St,Virginia Martinsville 730 E Church St,,,0,3,Adult
111016,Illinois,Chicago,2800 block of South Central Park,Illinois Chicago 2800 block of South Central Park,,,0,1,Adult
91016,Arizona,Phoenix,16th and Washington,Arizona Phoenix 16th and Washington,,,0,1,Adult
91016,Virginia,Lynchburg,1000 Misty Mountain Rd.,Virginia Lynchburg 1000 Misty Mountain Rd.,,,0,1,Adult
91016,New York,Corona (Queens),95th Avenue and 120 Street,New York Corona (Queens) 95th Avenue and 120 Street,,,0,1,Adult
91016,Iowa,Oskaloosa,208 3rd Ave East,Iowa Oskaloosa 208 3rd Ave East,,,0,1,Adult
81016,Missouri,Saint Louis,1253 Hampton Avenue,Missouri Saint Louis 1253 Hampton Avenue,,,0,1,Adult
81016,California,Petaluma,Reynolds Drive,California Petaluma Reynolds Drive,,,0,1,Adult
81016,Texas,Denison,400 block of Gun Club Road,Texas Denison 400 block of Gun Club Road,,,0,1,Adult
81016,California,Ventura,1300 block of East Santa Clara Street,California Ventura 1300 block of East Santa Clara Street,,,0,1,Adult
81016,Georgia,Auburn,Wages Road,Georgia Auburn Wages Road,,,0,1,Adult
81016,Texas,Odessa,3700 block of Andrews Highway,Texas Odessa 3700 block of Andrews Highway,,,0,1,Adult
71016,Arizona,Prescott Valley,East Horizon Lane,Arizona Prescott Valley East Horizon Lane,,,0,1,Adult
71016,Missouri,Troy,600 block of Wilhoit Court,Missouri Troy 600 block of Wilhoit Court,,,0,1,Adult
71016,California,Norwalk,10600 Firestone Boulevard,California Norwalk 10600 Firestone Boulevard,,,0,1,Adult
61016,West Virginia,Wheeling,South Park Street,West Virginia Wheeling South Park Street,,,0,1,Adult
51016,Connecticut,Hartford,Judson Street,Connecticut Hartford Judson Street,,,0,1,Adult
51016,Louisiana,West Monroe,Velma Drive,Louisiana West Monroe Velma Drive,,,0,1,Adult
51016,North Dakota,Enderlin,N/A,North Dakota Enderlin N/A,,,0,1,Adult
51016,Oregon,Douglas (county),N/A,Oregon Douglas (county) N/A,,,0,1,Adult
41016,Tennessee,Nashville,1400 block of 16th Avenue North,Tennessee Nashville 1400 block of 16th Avenue North,,,0,1,Adult
41016,Iowa,Storm Lake,1726 Lake Ave North,Iowa Storm Lake 1726 Lake Ave North,,,0,1,Adult
41016,Virginia,Campbell (county),Marysville Road,Virginia Campbell (county) Marysville Road,,,0,1,Adult
41016,Florida,Immokalee,300 block of South Seventh Street,Florida Immokalee 300 block of South Seventh Street,,,0,1,Adult
31016,Texas,Fort Worth,1416 Meadowlane Terrace,Texas Fort Worth 1416 Meadowlane Terrace,,,0,1,Adult
31016,Minnesota,Willmar,2101 15th Avenue NW,Minnesota Willmar 2101 15th Avenue NW,,,0,1,Adult
31016,Florida,Jacksonville,7915 Baymeadows Circle East,Florida Jacksonville 7915 Baymeadows Circle East,,,0,1,Adult
31016,Louisiana,Lafayette,Louisiana Avenue,Louisiana Lafayette Louisiana Avenue,,,0,1,Adult
31016,Michigan,Goodells (Wales Township),600 block of Mayer Road,Michigan Goodells (Wales Township) 600 block of Mayer Road,,,0,1,Adult
31016,Michigan,Goodells (Wales Township),N/A,Michigan Goodells (Wales Township) N/A,,,0,1,Adult
21016,New York,Staten Island,6 Cannon Blvd.,New York Staten Island 6 Cannon Blvd.,,,1,0,Adult
21016,Florida,North Fort Myers,11831 Bayshore Rd,Florida North Fort Myers 11831 Bayshore Rd,,,0,2,Adult
21016,Tennessee,Memphis,3400 block of Dupre Street,Tennessee Memphis 3400 block of Dupre Street,,,0,1,Adult
21016,Ohio,Cleveland,12700 block of Larchmere Avenue.,Ohio Cleveland 12700 block of Larchmere Avenue.,,,0,1,Adult
21016,Pennsylvania,Indiana,Airport Road,Pennsylvania Indiana Airport Road,,,0,1,Adult
11016,North Carolina,Eden,365 E. Harris Place,North Carolina Eden 365 E. Harris Place,,,0,1,Adult
11016,Texas,Wichita Falls,1300 7th St,Texas Wichita Falls 1300 7th St,,,0,3,Adult
11016,Ohio,Dayton (Huber Heights),Shore Drive,Ohio Dayton (Huber Heights) Shore Drive,,,0,1,Adult
11016,Ohio,Lima,4251 Reservoir Road,Ohio Lima 4251 Reservoir Road,,,0,1,Adult
11016,Idaho,Soda Springs,N/A,Idaho Soda Springs N/A,,,0,1,Adult
300916,Pennsylvania,Lancaster,700 block of East Fulton Street,Pennsylvania Lancaster 700 block of East Fulton Street,,,0,1,Adult
290916,South Carolina,Greenville,1040-A Woodruff Rd,South Carolina Greenville 1040-A Woodruff Rd,,,0,2,Adult
290916,Tennessee,Dandridge,2341 Lower Rhinehart Road,Tennessee Dandridge 2341 Lower Rhinehart Road,,,0,1,Adult
290916,Missouri,Saint Joseph,3400 block of South 16th Street,Missouri Saint Joseph 3400 block of South 16th Street,,,0,1,Adult
280916,Nevada,Las Vegas,N/A,Nevada Las Vegas N/A,,,0,1,Adult
280916,Texas,San Antonio,Corinne Drive,Texas San Antonio Corinne Drive,,,0,1,Adult
280916,Tennessee,Nashville,7000 block of Riverbend Road,Tennessee Nashville 7000 block of Riverbend Road,,,0,1,Adult
280916,Oklahoma,Tulsa,1000 block of N. Winston,Oklahoma Tulsa 1000 block of N. Winston,,,0,1,Adult
280916,South Carolina,Richland (county),1212 Metze Road,South Carolina Richland (county) 1212 Metze Road,,,0,2,Adult
280916,Virginia,Richmond,201 W. Marshall Street,Virginia Richmond 201 W. Marshall Street,,,0,1,Adult
280916,West Virginia,Belington,N/A,West Virginia Belington N/A,,,0,1,Adult
270916,Indiana,Etna Green,9900-block of West C.R. 575 North,Indiana Etna Green 9900-block of West C.R. 575 North,,,0,1,Adult
260916,California,Lemon Grove,N/A,California Lemon Grove N/A,,,0,1,Adult
260916,Iowa,Newton,N/A,Iowa Newton N/A,,,0,1,Adult
260916,Washington,Chehalis,1400 block of Northwest Louisiana Avenue,Washington Chehalis 1400 block of Northwest Louisiana Avenue,,,0,1,Adult
260916,Kentucky,Lexington,3500 block of Gunbow Court,Kentucky Lexington 3500 block of Gunbow Court,,,0,1,Adult
260916,Georgia,Norcross,1400 block of Wingfoot Way,Georgia Norcross 1400 block of Wingfoot Way,,,0,1,Adult
250916,Oklahoma,Miami,N/A,Oklahoma Miami N/A,,,0,1,Adult
250916,Mississippi,Mccomb,Highway 98 East,Mississippi Mccomb Highway 98 East,,,0,1,Adult
250916,Illinois,Chicago,8000 block of South Yates Avenue,Illinois Chicago 8000 block of South Yates Avenue,,,0,1,Adult
250916,Louisiana,Harvey,Destrehan Avenue and River Road,Louisiana Harvey Destrehan Avenue and River Road,,,0,1,Adult
250916,Tennessee,Nashville (Donelson),209 Blue Hills Drive,Tennessee Nashville (Donelson) 209 Blue Hills Drive,,,0,1,Adult
240916,Utah,Sandy,9575 S State St,Utah Sandy 9575 S State St,,,0,2,Adult
240916,Kansas,Topeka,6200 block of SW 6th Avenue,Kansas Topeka 6200 block of SW 6th Avenue,,,0,1,Adult
240916,Tennessee,Memphis,3300 block of Henry Avenue,Tennessee Memphis 3300 block of Henry Avenue,,,0,1,Adult
240916,Nebraska,Omaha,16th and Castelar Street,Nebraska Omaha 16th and Castelar Street,,,0,1,Adult
230916,Indiana,South Bend,2700 block of South Michigan Street,Indiana South Bend 2700 block of South Michigan Street,,,0,1,Adult
230916,Colorado,Berthoud,1000 block of 7th Street Court,Colorado Berthoud 1000 block of 7th Street Court,,,0,0,Adult
220916,Florida,Titusville,400 block of Darden Avenue,Florida Titusville 400 block of Darden Avenue,,,0,1,Adult
210916,Kentucky,Lexington,1300 block of Dix Drive,Kentucky Lexington 1300 block of Dix Drive,,,0,1,Adult
210916,Kentucky,Louisville,3900 block of Shelbyville Road,Kentucky Louisville 3900 block of Shelbyville Road,,,0,1,Adult
210916,Illinois,Chicago (Englewood),5500 block of South Bishop Street,Illinois Chicago (Englewood) 5500 block of South Bishop Street,,,0,1,Adult
210916,Wisconsin,Milwaukee,2700 block of N. 20th Street,Wisconsin Milwaukee 2700 block of N. 20th Street,,,0,1,Adult
200916,North Carolina,Wilmington,15th and Castle Streets,North Carolina Wilmington 15th and Castle Streets,,,0,1,Adult
200916,Nebraska,Omaha,N/A,Nebraska Omaha N/A,,,0,1,Adult
200916,Ohio,Cleveland,Ansel Road and Edmunds Avenue,Ohio Cleveland Ansel Road and Edmunds Avenue,,,0,1,Adult
200916,Massachusetts,Lawrence,South Boylston Street,Massachusetts Lawrence South Boylston Street,,,0,1,Adult
200916,Indiana,New Castle,N/A,Indiana New Castle N/A,,,0,1,Adult
190916,Nebraska,Bennington,North 156th and Pawnee Road,Nebraska Bennington North 156th and Pawnee Road,,,0,1,Adult
190916,Indiana,Indianapolis,6300 block of West Thompson Road,Indiana Indianapolis 6300 block of West Thompson Road,,,0,1,Adult
190916,Pennsylvania,Washington,200 block of North Avenue,Pennsylvania Washington 200 block of North Avenue,,,0,1,Adult
180916,Massachusetts,South Hadley,55 Alvord Street,Massachusetts South Hadley 55 Alvord Street,,,0,1,Adult
180916,Texas,College Station,401 Anderson Street,Texas College Station 401 Anderson Street,,,1,1,Adult
180916,Washington,Bellingham,500 block of Mulberry Road,Washington Bellingham 500 block of Mulberry Road,,,0,1,Adult
180916,Texas,Pasadena,5690 Fairmont Pkwy,Texas Pasadena 5690 Fairmont Pkwy,,,0,1,Adult
170916,New York,Rochester (Greece),Hill Drive,New York Rochester (Greece) Hill Drive,,,0,1,Adult
170916,Utah,Draper,338 W. Inauguration Rd.,Utah Draper 338 W. Inauguration Rd.,,,0,1,Adult
160916,Texas,Harris (county),N/A,Texas Harris (county) N/A,,,0,1,Adult
160916,Georgia,Morgan (county),Hawkins Avenue,Georgia Morgan (county) Hawkins Avenue,,,0,1,Adult
150916,Tennessee,Greeneville,335 Wild Rye Lane,Tennessee Greeneville 335 Wild Rye Lane,,,0,1,Adult
150916,Maryland,Hagerstown,N/A,Maryland Hagerstown N/A,,,0,1,Adult
150916,Florida,Miami (Kendall),12325 Southwest 151st Street,Florida Miami (Kendall) 12325 Southwest 151st Street,,,0,1,Adult
150916,Georgia,Springfield,E. Fourth Street,Georgia Springfield E. Fourth Street,,,0,1,Adult
150916,Wisconsin,Milwaukee,7878 N 60th Street,Wisconsin Milwaukee 7878 N 60th Street,,,0,1,Adult
150916,California,Fresno,2500 block of Fairmont,California Fresno 2500 block of Fairmont,,,0,1,Adult
150916,Utah,Salt Lake City,2100 South and 200 East,Utah Salt Lake City 2100 South and 200 East,,,0,1,Adult
140916,Missouri,Saint Louis,6402 Plymouth Avenue,Missouri Saint Louis 6402 Plymouth Avenue,,,0,1,Adult
130916,Louisiana,Gretna (Terrytown),2148 Esplanade Place,Louisiana Gretna (Terrytown) 2148 Esplanade Place,,,0,1,Adult
130916,Georgia,Jackson,N/A,Georgia Jackson N/A,,,0,2,Adult
130916,Louisiana,La Place (Laplace),100 block of Oak Arbor Place,Louisiana La Place (Laplace) 100 block of Oak Arbor Place,,,1,0,Adult
130916,Illinois,Chicago,1000 block of West Belmont Avenue,Illinois Chicago 1000 block of West Belmont Avenue,,,0,1,Adult
120916,Texas,Fort Worth,1200 block of Susan Avenue,Texas Fort Worth 1200 block of Susan Avenue,,,0,1,Adult
120916,Tennessee,Heiskell,I 75 and E. Raccoon Valley Rd,Tennessee Heiskell I 75 and E. Raccoon Valley Rd,,,0,1,Adult
120916,Nebraska,Lincoln,U.S. 77 and Davey Road,Nebraska Lincoln U.S. 77 and Davey Road,,,0,1,Adult
110916,Georgia,Decatur,3569 Larkspur Terrace,Georgia Decatur 3569 Larkspur Terrace,,,0,1,Adult
110916,Tennessee,Roan Mountain,203 Tower Road,Tennessee Roan Mountain 203 Tower Road,,,0,1,Adult
110916,Georgia,Troup (county),Old School Road,Georgia Troup (county) Old School Road,,,0,0,Adult
100916,Missouri,Saint Louis,2800 block of Stoddard Street,Missouri Saint Louis 2800 block of Stoddard Street,,,0,1,Adult
100916,North Carolina,Wake Forest,942 Durham Road,North Carolina Wake Forest 942 Durham Road,,,0,1,Adult
90916,Tennessee,Clarksville,Lincoln Drive,Tennessee Clarksville Lincoln Drive,,,0,1,Adult
90916,Florida,Saint Petersburg (St Petersburg),Freemont Terrace and 29th Street,Florida Saint Petersburg (St Petersburg) Freemont Terrace and 29th Street,,,0,1,Adult
90916,Louisiana,New Orleans,1400 block of Annunciation Street,Louisiana New Orleans 1400 block of Annunciation Street,,,0,1,Adult
90916,Georgia,Rincon,Blue Jay Road,Georgia Rincon Blue Jay Road,,,0,1,Adult
80916,Tennessee,Hamilton (county),Holder Drive,Tennessee Hamilton (county) Holder Drive,,,0,1,Adult
80916,Texas,Alpine,704 West Sul Ross Avenue,Texas Alpine 704 West Sul Ross Avenue,,,1,2,Adult
80916,Tennessee,Nashville,Wildgrove Court,Tennessee Nashville Wildgrove Court,,,0,1,Adult
80916,Illinois,Chicago,6500 block of South Maplewood Avenue,Illinois Chicago 6500 block of South Maplewood Avenue,,,0,1,Adult
80916,Illinois,Evanston,1043 Dodge Avenue,Illinois Evanston 1043 Dodge Avenue,,,0,1,Adult
70916,Florida,Saint Augustine,1955 A1A S,Florida Saint Augustine 1955 A1A S,,,0,2,Adult
70916,Wisconsin,Nokomis,N/A,Wisconsin Nokomis N/A,,,0,2,Adult
60916,Massachusetts,Lawrence,11 South Boylston Street,Massachusetts Lawrence 11 South Boylston Street,,,0,1,Adult
60916,Texas,Terrell,200 Bowser Cir,Texas Terrell 200 Bowser Cir,,,0,1,Adult
60916,Arizona,Golden Valley,N/A,Arizona Golden Valley N/A,,,0,1,Adult
60916,Mississippi,Tupelo,County Roads 1680 and 3571,Mississippi Tupelo County Roads 1680 and 3571,,,0,2,Adult
60916,Arkansas,Forrest City,N/A,Arkansas Forrest City N/A,,,0,2,Adult
60916,Tennessee,Louisville,161 Manor Way,Tennessee Louisville 161 Manor Way,,,0,1,Adult
50916,Georgia,Mcdonough (McDonough),696 Hennepin Terrace,Georgia Mcdonough (McDonough) 696 Hennepin Terrace,,,0,1,Adult
50916,Kentucky,Lexington,Augusta Drive,Kentucky Lexington Augusta Drive,,,0,1,Adult
50916,Nebraska,Schuyler,N/A,Nebraska Schuyler N/A,,,0,1,Adult
50916,Utah,Logan,454 N 400 E,Utah Logan 454 N 400 E,,,0,1,Adult
40916,California,Morongo Valley,N/A,California Morongo Valley N/A,,,0,1,Adult
40916,Texas,Fort Worth,9317 South Fwy,Texas Fort Worth 9317 South Fwy,,,0,1,Adult
30916,Missouri,Kansas City (Raytown),5900 block of Raytown Road,Missouri Kansas City (Raytown) 5900 block of Raytown Road,,,0,1,Adult
30916,New York,Blossvale (Vienna),N/A,New York Blossvale (Vienna) N/A,,,0,1,Adult
30916,Ohio,Curtice,N/A,Ohio Curtice N/A,,,0,1,Adult
30916,Alabama,Selma,N/A,Alabama Selma N/A,,,0,2,Adult
30916,Idaho,Dubois,N/A,Idaho Dubois N/A,,,0,1,Adult
20916,California,Fresno,East Ventura Avenue and South Hazlewood Boulevard,California Fresno East Ventura Avenue and South Hazlewood Boulevard,,,0,1,Adult
20916,Florida,Pensacola,700 Truman Avenue,Florida Pensacola 700 Truman Avenue,,,0,1,Adult
10916,South Carolina,Hilton Head Island,Fishermans Bend Court,South Carolina Hilton Head Island Fishermans Bend Court,,,0,1,Adult
10916,South Carolina,Columbia,228 Meredith Square,South Carolina Columbia 228 Meredith Square,,,1,2,Adult
10916,Indiana,Bartholomew (county),N/A,Indiana Bartholomew (county) N/A,,,0,1,Adult
310816,Oregon,Corvallis,1600 block of Southeast Crystal Lake Drive,Oregon Corvallis 1600 block of Southeast Crystal Lake Drive,,,0,0,Adult
310816,New Hampshire,Lebanon,20 Spencer Street,New Hampshire Lebanon 20 Spencer Street,,,0,1,Adult
310816,Massachusetts,Abington,159 Linwood Street,Massachusetts Abington 159 Linwood Street,,,0,1,Adult
310816,Florida,Boynton Beach,600 block of Northeast 2nd Street,Florida Boynton Beach 600 block of Northeast 2nd Street,,,0,1,Adult
310816,Texas,Childress,U.S. Highway 287,Texas Childress U.S. Highway 287,,,0,1,Adult
310816,Michigan,Eastpointe,21030 Gratiot Ave,Michigan Eastpointe 21030 Gratiot Ave,,,0,1,Adult
310816,Ohio,Solon,28560 Miles Road,Ohio Solon 28560 Miles Road,,,0,1,Adult
310816,Arizona,Phoenix,4013 W Yucca St,Arizona Phoenix 4013 W Yucca St,,,0,1,Adult
310816,North Carolina,Denton,Hilltop Lane,North Carolina Denton Hilltop Lane,,,0,1,Adult
310816,Ohio,New Carlisle,103 S. Church St.,Ohio New Carlisle 103 S. Church St.,,,0,1,Adult
300816,Kentucky,Henderson,Holiday Court,Kentucky Henderson Holiday Court,,,0,1,Adult
300816,New York,Ilion,225 Ostego Street,New York Ilion 225 Ostego Street,,,1,1,Adult
300816,Nevada,Las Vegas,5111 Boulder Hwy,Nevada Las Vegas 5111 Boulder Hwy,,,0,1,Adult
300816,Michigan,Westland,2600 block of Christine,Michigan Westland 2600 block of Christine,,,0,1,Adult
300816,Illinois,Chicago (Englewood),600 block of West 61st Place,Illinois Chicago (Englewood) 600 block of West 61st Place,,,0,1,Adult
300816,Michigan,Southfield,20000 block of Lahser Road,Michigan Southfield 20000 block of Lahser Road,,,0,1,Adult
300816,Kentucky,Lexington,175 North Locust Hill Dr,Kentucky Lexington 175 North Locust Hill Dr,,,0,1,Adult
300816,Tennessee,Nashville,644 Glastonbury Rd,Tennessee Nashville 644 Glastonbury Rd,,,0,1,Adult
300816,Iowa,Carter Lake,North 11th St and Ave O,Iowa Carter Lake North 11th St and Ave O,,,0,1,Adult
290816,Delaware,Wilmington,500 block of W Sixth St,Delaware Wilmington 500 block of W Sixth St,,,0,1,Adult
290816,Pennsylvania,Philadelphia,2100 block of South Etting Terr,Pennsylvania Philadelphia 2100 block of South Etting Terr,,,0,2,Adult
290816,Florida,Fort Myers,2418 Colonial Blvd,Florida Fort Myers 2418 Colonial Blvd,,,0,1,Adult
290816,Tennessee,Chattanooga,4300 Founders Way,Tennessee Chattanooga 4300 Founders Way,,,0,1,Adult
290816,Indiana,Elkhart,Prairie Street and Lusher Avenue,Indiana Elkhart Prairie Street and Lusher Avenue,,,0,1,Adult
280816,Kentucky,Louisville,1100 block of Euclid Ave,Kentucky Louisville 1100 block of Euclid Ave,,,0,1,Adult
280816,Georgia,Atlanta,900 New Town Cir SE,Georgia Atlanta 900 New Town Cir SE,,,0,3,Adult
280816,Nevada,Las Vegas,4800 block of White Aspen Ave,Nevada Las Vegas 4800 block of White Aspen Ave,,,0,1,Adult
280816,Kansas,Hutchinson,300 block of East 11th Ave,Kansas Hutchinson 300 block of East 11th Ave,,,0,1,Adult
280816,Georgia,Savannah,1400 block of New Jersey St,Georgia Savannah 1400 block of New Jersey St,,,0,1,Adult
270816,Illinois,Carbondale,N/A,Illinois Carbondale N/A,,,0,1,Adult
270816,New York,Bronx,960 E 165 St,New York Bronx 960 E 165 St,,,0,2,Adult
270816,Illinois,Chicago,600 block of East Illinois St,Illinois Chicago 600 block of East Illinois St,,,0,1,Adult
270816,New Jersey,Trenton,500 block of Roosevelt Street,New Jersey Trenton 500 block of Roosevelt Street,,,1,1,Adult
270816,Missouri,Kansas City,5500 block of Wabash Avenue,Missouri Kansas City 5500 block of Wabash Avenue,,,0,1,Adult
260816,Illinois,Chicago,6200 block of N Ridge Ave,Illinois Chicago 6200 block of N Ridge Ave,,,0,1,Adult
260816,Tennessee,Murfreesboro,400 block of Shoshone Pl,Tennessee Murfreesboro 400 block of Shoshone Pl,,,0,1,Adult
260816,Pennsylvania,Pittsburgh,1200 block of Lincoln Avenue,Pennsylvania Pittsburgh 1200 block of Lincoln Avenue,,,0,1,Adult
250816,Illinois,Chicago,5800 block of West Giddings Street,Illinois Chicago 5800 block of West Giddings Street,,,0,1,Adult
250816,Kansas,Lawrence,500 block of Wisconsin Street,Kansas Lawrence 500 block of Wisconsin Street,,,0,1,Adult
240816,Texas,Childress (county),US 287,Texas Childress (county) US 287,,,0,1,Adult
240816,Tennessee,Paris,Depot Street,Tennessee Paris Depot Street,,,0,1,Adult
220816,Illinois,Chicago (Englewood),7100 block of South Normal,Illinois Chicago (Englewood) 7100 block of South Normal,,,0,1,Adult
210816,Washington,Everett,12100 block of Andrew Sater Road,Washington Everett 12100 block of Andrew Sater Road,,,0,1,Adult
210816,Missouri,Saint Joseph (St Joseph),30th and Patee Street,Missouri Saint Joseph (St Joseph) 30th and Patee Street,,,0,1,Adult
210816,Texas,Dallas,3500 block of Indianola Street,Texas Dallas 3500 block of Indianola Street,,,0,1,Adult
210816,New York,Westhampton Beach,1040 North Perimeter Road,New York Westhampton Beach 1040 North Perimeter Road,,,0,1,Adult
210816,Tennessee,Chattanooga (East Ridge),500 block of Frawley Road,Tennessee Chattanooga (East Ridge) 500 block of Frawley Road,,,0,2,Adult
200816,Washington,Spokane,1702 South Grand Boulevard,Washington Spokane 1702 South Grand Boulevard,,,0,1,Adult
190816,Missouri,Springfield,3154 W Chestnut Expy,Missouri Springfield 3154 W Chestnut Expy,,,0,1,Adult
